,mid,label,pi,fam_div_jc,rat_div_jc,tajima,sites
0,-0.0,autosomes,0.008278843068035944,0.0349081594486314,0.1889105930433248,-0.2247323278210137,78720
1,0.0,autosomes,0.007931990638340146,0.034943546402783424,0.18628232174600678,-0.271605448850586,72052
2,-0.08986758863586308,autosomes,0.007426067961076826,0.03623546666681091,0.18525437301415515,-0.4902064798418597,260643
3,0.08986758863586308,autosomes,0.007523478574255186,0.03717438065151256,0.19327706321223342,-0.44970110134019325,238336
4,-0.18781136075895066,autosomes,0.007535777067047646,0.036675261084956966,0.1861832988942133,-0.3201650862970823,421591
5,0.18781136075895066,autosomes,0.007414853856439019,0.03726562089259073,0.1878677585936137,-0.3752906836974064,378793
6,-0.2945571035046408,autosomes,0.006288958256801233,0.03396253786800074,0.16788649358318058,-0.5028643153304847,827826
7,0.2945571035046408,autosomes,0.006326456248482913,0.034112458294957494,0.16948473930007893,-0.5211772434371963,747624
8,-0.4108958287480302,autosomes,0.006629807846806792,0.036044729536999616,0.17472604723229906,-0.49048396228875324,971207
9,0.4108958287480302,autosomes,0.006757364240604144,0.036170301532060065,0.17571014932293308,-0.47810059651430364,865684
10,-0.5376896346940132,autosomes,0.007268596663307146,0.03527590554419917,0.16923615129280095,-0.4339136036229108,1344751
11,0.5376896346940132,autosomes,0.007276599586477795,0.03537015885283859,0.169277095205276,-0.4710300263051999,1244635
12,-0.6758780942343252,autosomes,0.0067019500793705665,0.03507528840695381,0.1698093789786771,-0.4667748167303964,2137608
13,0.6758780942343252,autosomes,0.00671310477015468,0.03532463644749726,0.1712336930079108,-0.4686298783090226,1959099
14,-0.8264852174108295,autosomes,0.006660560915048643,0.03542706733222184,0.16912547478118167,-0.5578592708395861,1318860
15,0.8264852174108295,autosomes,0.006760866408397692,0.03553124889680471,0.1696006643650397,-0.5506486560687235,1198234
16,-0.9906270395785908,autosomes,0.006480503682271504,0.03502754992858068,0.16872748369928056,-0.5648601386338747,1756989
17,0.9906270395785908,autosomes,0.0065984237533656875,0.03541691630403954,0.16951400249077134,-0.5351695724402821,1607750
18,-1.1695198914988656,autosomes,0.006642519226595141,0.03478242719299269,0.1714505142688998,-0.43041098090703844,2053830
19,1.1695198914988656,autosomes,0.006727547586285821,0.03463344023553072,0.17298596087211943,-0.43861871037366845,1854313
20,-1.364489412645408,autosomes,0.006747881194613087,0.03524217198779728,0.16988243712947332,-0.5131246840452856,2547159
21,1.364489412645408,autosomes,0.006916187506373863,0.03586858060449269,0.17052212782436293,-0.4854302604071266,2339427
22,-1.5769803745148785,autosomes,0.00700762102105012,0.03556037639496092,0.16984711654595647,-0.47060246234427516,2322482
23,1.5769803745148785,autosomes,0.007087284403704241,0.035759152699785066,0.1709862297960177,-0.463574649431524,2126428
24,-1.8085673867344738,autosomes,0.006735508872383232,0.03454140090743926,0.167178454243941,-0.4952857883540515,2097158
25,1.8085673867344738,autosomes,0.00682132953029775,0.03480364482674286,0.16900983213165477,-0.48633980207021643,1895734
26,-2.0609665653016283,autosomes,0.006532208690249561,0.034783531166220946,0.16773907889626724,-0.5297521763869661,2405142
27,2.0609665653016283,autosomes,0.0067241564653944584,0.0350332046678038,0.17028856845898777,-0.47411888778045913,2181165
28,-2.336048249420285,autosomes,0.006901563844659538,0.03514778442113749,0.17022280093317713,-0.4767637525149093,2636404
29,2.336048249420285,autosomes,0.006944982375113508,0.03545382424404123,0.17019883120593834,-0.48582134864794957,2379978
30,-2.6358508611685787,autosomes,0.006796651040630414,0.03510582424018345,0.16708886057108605,-0.5105768098619552,2800342
31,2.6358508611685787,autosomes,0.00680221880656843,0.03534450117314921,0.1686196287279304,-0.49848632708689744,2541926
32,-2.9625960107014246,autosomes,0.007033078059034193,0.03532672919056051,0.1687579533157869,-0.4898890556797254,2484840
33,2.9625960107014246,autosomes,0.007114057776006103,0.035546760805601194,0.1694581460146407,-0.48234622724570936,2210353
34,-3.318704958921252,autosomes,0.006868943600439179,0.0347306139808637,0.1665100576616585,-0.47563828263504027,2867932
35,3.318704958921252,autosomes,0.007043520104565097,0.03515352740395736,0.16783247344129343,-0.4590834540436481,2600284
36,-3.7068165596092495,autosomes,0.006988136637132402,0.035409689224718134,0.17020499294656485,-0.489452891913507,3404045
37,3.7068165596092495,autosomes,0.0070924301395786805,0.03572520580692132,0.17154006143288628,-0.4746650866155402,3045085
38,-4.129806813972682,autosomes,0.007217180914987772,0.03582007909202002,0.17124016109727191,-0.46702906376857073,3239651
39,4.129806813972682,autosomes,0.007264291137657427,0.03603697937571061,0.17226403635998627,-0.47849714123304,2935776
40,-4.590810182512225,autosomes,0.006922482268460316,0.035563628940756535,0.171746231962798,-0.5052552726614237,3324013
41,4.590810182512225,autosomes,0.007085775912447049,0.03604623372082212,0.17357389495873132,-0.4725087837808633,2988743
42,-5.093242812135427,autosomes,0.006979782638296041,0.03511027718034257,0.16934216819917247,-0.47877240117853875,3794248
43,5.093242812135427,autosomes,0.006988694635885624,0.03539988583771639,0.17024223567884011,-0.49532189893658,3441608
44,-5.640827850634843,autosomes,0.0068731935208814566,0.03471324748343655,0.1663024293523126,-0.4893277288644015,3200887
45,5.640827850634843,autosomes,0.00697324580217892,0.03539619449573229,0.16810085015578613,-0.4853873695685645,2904646
46,-6.237623036117277,autosomes,0.006966210607600979,0.03503320943908839,0.1685167306891701,-0.48283060095886127,3083361
47,6.237623036117277,autosomes,0.007149877989860461,0.0354268171070635,0.16955180627044641,-0.4647948797486268,2781887
48,-6.8880507658285115,autosomes,0.00707067021677396,0.03523143598667765,0.17034705559206043,-0.47532171923310573,3330821
49,6.8880507658285115,autosomes,0.007178558966894233,0.03597541917825654,0.17178416389913925,-0.49006882948351077,2986600
50,-7.5969308671907925,autosomes,0.006967064941962858,0.03535644684579107,0.1684480286103535,-0.49513110985458963,3608524
51,7.5969308671907925,autosomes,0.007037906810480489,0.03551162988499586,0.16934318774301188,-0.4982512161509916,3271852
52,-8.369516313894447,autosomes,0.007127772363067462,0.03544021034172257,0.1694107640171129,-0.47001445200450376,3186252
53,8.369516313894447,autosomes,0.0073053247729451065,0.0358683352871048,0.171083218816986,-0.4545558460214398,2883096
54,-9.211532151708521,autosomes,0.0072246489783138615,0.035433818151622984,0.16881286970168247,-0.48646764644479196,3361417
55,9.211532151708521,autosomes,0.007369124543594733,0.0361053565696256,0.17023022655147227,-0.47588020711284146,2970150
56,-10.12921792246015,autosomes,0.007217655841428835,0.03518676676397736,0.16744638489463343,-0.4811537537817003,3324507
57,10.12921792246015,autosomes,0.007322785454974447,0.03563895371472722,0.16957032464594846,-0.4780447131558917,2983728
58,-11.129373900554675,autosomes,0.007103173217359162,0.035776222833820474,0.17011693366698816,-0.49849262349040163,3160377
59,11.129373900554675,autosomes,0.007193949056538332,0.03591747886310152,0.17130642043579183,-0.5044427913966096,2810356
60,-12.219411484660293,autosomes,0.007301522440726332,0.03567593972601408,0.16974008098118593,-0.48365551509246785,3437472
61,12.219411484660293,autosomes,0.007437370547357342,0.03613690987242199,0.17131201016960473,-0.4845091030469152,3046303
62,-13.407408117971952,autosomes,0.0072397117226066015,0.03562934344939695,0.16978697057896108,-0.47020853450946487,3490746
63,13.407408117971952,autosomes,0.00737163880032948,0.03601578637490884,0.1707099265533633,-0.4643120073728175,3098277
64,-14.702167144026845,autosomes,0.00714505214849799,0.03538296757331452,0.169443945642533,-0.5014092022307856,3681632
65,14.702167144026845,autosomes,0.00724797847711041,0.035761729255168656,0.1702408168321737,-0.474500281446763,3289482
66,-16.11328304161781,autosomes,0.0072248954369832155,0.03548171173239189,0.1689026156589474,-0.4741573718318328,3575595
67,16.11328304161781,autosomes,0.0073068041193698275,0.0357605817875692,0.17027538805864287,-0.4664038203258274,3139448
68,-17.651212522211015,autosomes,0.00730063920885014,0.035649979467425194,0.16864488542183537,-0.47923219510499726,3708787
69,17.651212522211015,autosomes,0.00736331658899089,0.03592475015191626,0.16943212861143908,-0.4899532102509736,3294949
70,-19.32735201671713,autosomes,0.007436543031469663,0.03575434788184974,0.1698593278060624,-0.45142895247852965,3795050
71,19.32735201671713,autosomes,0.0074999428939111264,0.036237933578858926,0.17111684363527258,-0.47025374761701366,3370919
72,-21.15412212581185,autosomes,0.007312957940436946,0.035766008741206654,0.16924375107657802,-0.4853190555998926,3624315
73,21.15412212581185,autosomes,0.007411638193027166,0.03566462148826246,0.1701546007396294,-0.4726444634478132,3249734
74,-23.145059659602975,autosomes,0.007352509050563804,0.03552593221149493,0.16940485165041486,-0.47740303981125615,3898216
75,23.145059659602975,autosomes,0.007371455427323249,0.035866217791707004,0.17084899247282104,-0.4912477217638661,3444393
76,-25.314917948680552,autosomes,0.007368502521932482,0.03567608864713554,0.1691336078462389,-0.4935459282671981,4082907
77,25.314917948680552,autosomes,0.007472357514959081,0.03600918867310591,0.17024960894094848,-0.48883809926018257,3632928
78,-27.67977616987906,autosomes,0.007379618445918092,0.035542100241950765,0.16853293240390807,-0.47703465996307975,4012118
79,27.67977616987906,autosomes,0.007405996230135631,0.035882898335150556,0.1702426060610201,-0.4987622074935013,3504049
80,-30.257158496882383,autosomes,0.007467366691149414,0.035701656669967,0.1689625216482114,-0.45973558590662716,4057422
81,30.257158496882383,autosomes,0.007526819067859533,0.03591865333971406,0.1702332397108243,-0.47185988084595176,3495711
82,-33.066163958606175,autosomes,0.0074229703230481855,0.03579174366028012,0.16903562399594033,-0.48056399836655367,3927941
83,33.066163958606175,autosomes,0.007468982710871355,0.036066579708619984,0.16976296260943896,-0.505246293436034,3386579
84,-36.127607967640046,autosomes,0.00743246494917381,0.035523766120176756,0.16810019864836223,-0.4742006777858583,4119773
